Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales,Number_of_units_sold
6419,7.895,Regular,Breakfast,104.5332,OUT046,19,Small,Tier 1,Supermarket Type1,1845.5976,18
6420,7.72,Low Fat,Fruits and Vegetables,77.9986,OUT013,29,High,Tier 3,Supermarket Type1,934.7832,12
6421,5.615,Low Fat,Health and Hygiene,121.573,OUT017,9,Medium,Tier 2,Supermarket Type1,3202.498,26
6422,7.05,Regular,Breads,224.9088,OUT049,17,Medium,Tier 1,Supermarket Type1,2684.5056,12
6423,14.35,Low Fat,Health and Hygiene,109.2228,OUT010,18,Medium,Tier 3,Grocery Store,221.0456,2
6424,8.52,Low Fat,Soft Drinks,151.7682,OUT049,17,Medium,Tier 1,Supermarket Type1,2439.4912,16
6425,7.645,Regular,Snack Foods,44.0112,OUT017,9,Medium,Tier 2,Supermarket Type1,596.5568,14
6426,12.1,Low Fat,Snack Foods,149.5734,OUT018,7,Medium,Tier 3,Supermarket Type2,2227.101,15
6427,14.8,Low Fat,Meat,192.4846,OUT046,19,Small,Tier 1,Supermarket Type1,5159.2842,27
6428,20.75,Low Fat,Soft Drinks,153.6024,OUT018,7,Medium,Tier 3,Supermarket Type2,1366.2216,9
6429,10.8,Low Fat,Snack Foods,238.6222,OUT045,14,Medium,Tier 2,Supermarket Type1,8604.7992,36
6430,18.35,Low Fat,Hard Drinks,190.2872,OUT010,18,Medium,Tier 3,Grocery Store,378.1744,2
6431,13.5,Regular,Dairy,58.6562,OUT018,7,Medium,Tier 3,Supermarket Type2,711.0744,12
6432,20.5,Low Fat,Household,34.819,OUT017,9,Medium,Tier 2,Supermarket Type1,1061.951,30
6433,12.35,Regular,Baking Goods,78.6328,OUT018,7,Medium,Tier 3,Supermarket Type2,1004.0264,13
6434,8.895,Low Fat,Dairy,39.1138,OUT045,14,Medium,Tier 2,Supermarket Type1,609.207,16
6435,16.7,Low Fat,Dairy,110.8886,OUT045,14,Medium,Tier 2,Supermarket Type1,3558.0352,32
6436,16.2,Low Fat,Soft Drinks,155.8972,OUT035,12,Small,Tier 2,Supermarket Type1,2025.3636,13
6437,7.26,Low Fat,Meat,118.115,OUT018,7,Medium,Tier 3,Supermarket Type2,1864.24,16
6438,6.65,Low Fat,Fruits and Vegetables,126.7678,OUT049,17,Medium,Tier 1,Supermarket Type1,1907.517,15
6439,13.35,Low Fat,Breads,218.9166,OUT046,19,Small,Tier 1,Supermarket Type1,5660.6316,26
6440,17.35,Low Fat,Baking Goods,99.8016,OUT035,12,Small,Tier 2,Supermarket Type1,607.2096,6
6441,5.46,Regular,Canned,187.424,OUT017,9,Medium,Tier 2,Supermarket Type1,3169.208,17
6442,18.25,Low Fat,Frozen Foods,197.3452,OUT035,12,Small,Tier 2,Supermarket Type1,2740.4328,14
6443,8.185,Low Fat,Fruits and Vegetables,47.7692,OUT049,17,Medium,Tier 1,Supermarket Type1,640.4996,13
6444,7.5,Low Fat,Canned,122.2072,OUT046,19,Small,Tier 1,Supermarket Type1,1960.1152,16
6445,12.65,Low Fat,Baking Goods,230.601,OUT035,12,Small,Tier 2,Supermarket Type1,2067.309,9
6446,14.3,Low Fat,Baking Goods,77.2328,OUT035,12,Small,Tier 2,Supermarket Type1,231.6984,3
6447,17.85,Low Fat,Snack Foods,128.002,OUT010,18,Medium,Tier 3,Grocery Store,253.004,2
6448,6.425,Low Fat,Breakfast,130.5626,OUT010,18,Medium,Tier 3,Grocery Store,131.1626,1
6449,6.825,Regular,Canned,153.4998,OUT045,14,Medium,Tier 2,Supermarket Type1,2153.1972,14
6450,20.25,Low Fat,Household,245.546,OUT013,29,High,Tier 3,Supermarket Type1,1724.422,7
6451,19.2,Low Fat,Others,243.0196,OUT049,17,Medium,Tier 1,Supermarket Type1,3615.294,15
6452,17.7,Low Fat,Household,166.8474,OUT010,18,Medium,Tier 3,Grocery Store,168.4474,1
6453,9.695,Regular,Canned,175.437,OUT045,14,Medium,Tier 2,Supermarket Type1,2999.429,17
6454,7.75,Low Fat,Baking Goods,95.6436,OUT045,14,Medium,Tier 2,Supermarket Type1,1134.5232,12
6455,19.75,Regular,Frozen Foods,179.866,OUT049,17,Medium,Tier 1,Supermarket Type1,2696.49,15
6456,5.325,Regular,Dairy,55.5298,OUT010,18,Medium,Tier 3,Grocery Store,53.9298,1
6457,6.71,Regular,Baking Goods,66.6142,OUT017,9,Medium,Tier 2,Supermarket Type1,1120.5414,17
6458,14.35,Low Fat,Baking Goods,79.296,OUT013,29,High,Tier 3,Supermarket Type1,719.064,9
6459,15.2,Low Fat,Health and Hygiene,47.8034,OUT049,17,Medium,Tier 1,Supermarket Type1,437.4306,9
6460,5.82,Regular,Fruits and Vegetables,256.633,OUT049,17,Medium,Tier 1,Supermarket Type1,2050.664,8
6461,5.59,Regular,Snack Foods,61.9168,OUT018,7,Medium,Tier 3,Supermarket Type2,1214.4192,20
6462,18.5,Regular,Frozen Foods,148.0418,OUT046,19,Small,Tier 1,Supermarket Type1,2059.9852,14
6463,14,Regular,Frozen Foods,153.5656,OUT046,19,Small,Tier 1,Supermarket Type1,3089.312,20
6464,7.605,Low Fat,Fruits and Vegetables,165.021,OUT010,18,Medium,Tier 3,Grocery Store,815.605,5
6465,9.6,Low Fat,Baking Goods,107.128,OUT045,14,Medium,Tier 2,Supermarket Type1,1278.336,12
6466,17.7,Regular,Meat,103.8674,OUT017,9,Medium,Tier 2,Supermarket Type1,1528.011,15
6467,15.7,Low Fat,Hard Drinks,43.377,OUT010,18,Medium,Tier 3,Grocery Store,129.831,3
6468,13.65,Low Fat,Health and Hygiene,55.093,OUT017,9,Medium,Tier 2,Supermarket Type1,1301.639,24
6469,14.6,Regular,Fruits and Vegetables,110.1254,OUT017,9,Medium,Tier 2,Supermarket Type1,1844.9318,17
6470,15.6,Low Fat,Snack Foods,220.1798,OUT017,9,Medium,Tier 2,Supermarket Type1,5068.7354,23
6471,20.25,Low Fat,Dairy,217.5482,OUT013,29,High,Tier 3,Supermarket Type1,1095.241,5
6472,8.02,Low Fat,Snack Foods,151.9998,OUT010,18,Medium,Tier 3,Grocery Store,307.5996,2
6473,18.35,Low Fat,Fruits and Vegetables,93.8462,OUT013,29,High,Tier 3,Supermarket Type1,1295.6468,14
6474,16.6,Low Fat,Canned,118.8124,OUT046,19,Small,Tier 1,Supermarket Type1,2607.2728,22
6475,10,Regular,Frozen Foods,228.6668,OUT035,12,Small,Tier 2,Supermarket Type1,3455.502,15
6476,16.1,Regular,Dairy,179.4318,OUT049,17,Medium,Tier 1,Supermarket Type1,2345.6134,13
6477,13,Regular,Canned,196.2426,OUT010,18,Medium,Tier 3,Grocery Store,197.7426,1
6478,16.1,Regular,Frozen Foods,126.5362,OUT017,9,Medium,Tier 2,Supermarket Type1,1761.7068,14
6479,19,Low Fat,Frozen Foods,105.5622,OUT049,17,Medium,Tier 1,Supermarket Type1,1905.5196,18
6480,17.6,Low Fat,Snack Foods,163.5552,OUT035,12,Small,Tier 2,Supermarket Type1,3086.6488,19
6481,6.32,Low Fat,Meat,39.1822,OUT017,9,Medium,Tier 2,Supermarket Type1,1060.6194,27
6482,9.3,Regular,Meat,153.1314,OUT035,12,Small,Tier 2,Supermarket Type1,4653.942,30
6483,11.1,Regular,Frozen Foods,175.0712,OUT017,9,Medium,Tier 2,Supermarket Type1,3339.6528,19
6484,6.15,Low Fat,Baking Goods,99.4384,OUT013,29,High,Tier 3,Supermarket Type1,1379.5376,14
6485,20.85,Low Fat,Starchy Foods,223.9746,OUT046,19,Small,Tier 1,Supermarket Type1,897.4984,4
6486,17.1,Regular,Canned,141.4838,OUT046,19,Small,Tier 1,Supermarket Type1,1404.838,10
6487,13.15,Regular,Snack Foods,86.3856,OUT018,7,Medium,Tier 3,Supermarket Type2,615.1992,7
6488,16.5,Regular,Baking Goods,95.7068,OUT035,12,Small,Tier 2,Supermarket Type1,1069.2748,11
6489,11.65,Low Fat,Fruits and Vegetables,185.924,OUT017,9,Medium,Tier 2,Supermarket Type1,4101.328,22
6490,13.15,Low Fat,Fruits and Vegetables,160.292,OUT049,17,Medium,Tier 1,Supermarket Type1,4793.76,30
6491,19.35,Regular,Snack Foods,113.9518,OUT049,17,Medium,Tier 1,Supermarket Type1,1138.518,10
6492,19.35,Regular,Fruits and Vegetables,122.2098,OUT045,14,Medium,Tier 2,Supermarket Type1,2771.7254,23
6493,16.5,Regular,Fruits and Vegetables,101.4332,OUT013,29,High,Tier 3,Supermarket Type1,1948.1308,19
6494,21.35,Low Fat,Canned,258.5278,OUT035,12,Small,Tier 2,Supermarket Type1,5206.556,20
6495,16,Regular,Fruits and Vegetables,57.5246,OUT035,12,Small,Tier 2,Supermarket Type1,173.7738,3
6496,20.5,Low Fat,Household,34.919,OUT013,29,High,Tier 3,Supermarket Type1,73.238,2
6497,19.75,Regular,Frozen Foods,180.466,OUT013,29,High,Tier 3,Supermarket Type1,3415.554,19
6498,17.6,Low Fat,Household,179.1976,OUT017,9,Medium,Tier 2,Supermarket Type1,3803.0496,21
6499,4.615,Regular,Canned,234.33,OUT017,9,Medium,Tier 2,Supermarket Type1,3961.51,17
6500,5.88,Low Fat,Hard Drinks,154.1998,OUT018,7,Medium,Tier 3,Supermarket Type2,1384.1982,9
6501,11.8,Regular,Snack Foods,126.0704,OUT049,17,Medium,Tier 1,Supermarket Type1,1251.704,10
6502,17.35,Low Fat,Baking Goods,101.9016,OUT013,29,High,Tier 3,Supermarket Type1,1821.6288,18
6503,12.35,Regular,Meat,196.9426,OUT046,19,Small,Tier 1,Supermarket Type1,5141.3076,26
6504,9,Low Fat,Frozen Foods,214.1534,OUT045,14,Medium,Tier 2,Supermarket Type1,1720.4272,8
6505,6.235,Low Fat,Household,263.291,OUT049,17,Medium,Tier 1,Supermarket Type1,3418.883,13
6506,9.6,Low Fat,Snack Foods,244.817,OUT035,12,Small,Tier 2,Supermarket Type1,4374.306,18
6507,16.75,Low Fat,Snack Foods,156.163,OUT017,9,Medium,Tier 2,Supermarket Type1,782.315,5
6508,17.1,Regular,Canned,141.3838,OUT049,17,Medium,Tier 1,Supermarket Type1,1685.8056,12
6509,6.825,Regular,Canned,154.5998,OUT010,18,Medium,Tier 3,Grocery Store,153.7998,1
6510,6.78,Regular,Baking Goods,92.212,OUT017,9,Medium,Tier 2,Supermarket Type1,4101.328,44
6511,16,Regular,Baking Goods,181.9634,OUT018,7,Medium,Tier 3,Supermarket Type2,3453.5046,19
6512,15,Low Fat,Starchy Foods,105.9938,OUT035,12,Small,Tier 2,Supermarket Type1,1179.1318,11
6513,7.39,Low Fat,Household,251.3066,OUT018,7,Medium,Tier 3,Supermarket Type2,1004.0264,4
6514,17.6,Low Fat,Frozen Foods,42.5454,OUT046,19,Small,Tier 1,Supermarket Type1,419.454,10
6515,12.65,Regular,Fruits and Vegetables,239.6538,OUT046,19,Small,Tier 1,Supermarket Type1,3845.6608,16
6516,17.85,Low Fat,Snack Foods,127.102,OUT046,19,Small,Tier 1,Supermarket Type1,2024.032,16
6517,11.15,Regular,Dairy,150.4708,OUT013,29,High,Tier 3,Supermarket Type1,1956.1204,13
6518,15.7,Low Fat,Hard Drinks,42.877,OUT035,12,Small,Tier 2,Supermarket Type1,1168.479,27
6519,14.65,Low Fat,Others,56.4614,OUT010,18,Medium,Tier 3,Grocery Store,55.2614,1
6520,18.25,Low Fat,Fruits and Vegetables,160.4894,OUT045,14,Medium,Tier 2,Supermarket Type1,3073.9986,19
6521,20.7,Regular,Baking Goods,98.7042,OUT017,9,Medium,Tier 2,Supermarket Type1,1884.8798,19
6522,15.85,Low Fat,Snack Foods,53.3956,OUT046,19,Small,Tier 1,Supermarket Type1,1364.89,26
6523,6.575,Regular,Breads,145.7444,OUT049,17,Medium,Tier 1,Supermarket Type1,3193.1768,22
6524,17.75,Low Fat,Others,177.866,OUT045,14,Medium,Tier 2,Supermarket Type1,2336.958,13
6525,16.7,Regular,Fruits and Vegetables,181.2976,OUT017,9,Medium,Tier 2,Supermarket Type1,3078.6592,17
6526,10.85,Low Fat,Household,115.1808,OUT046,19,Small,Tier 1,Supermarket Type1,2109.2544,18
6527,10,Low Fat,Snack Foods,113.7544,OUT049,17,Medium,Tier 1,Supermarket Type1,3243.7776,29
6528,13.65,Regular,Meat,37.9532,OUT010,18,Medium,Tier 3,Grocery Store,71.9064,2
6529,19,Regular,Frozen Foods,46.8718,OUT010,18,Medium,Tier 3,Grocery Store,189.0872,4
6530,9.6,Regular,Breads,102.499,OUT017,9,Medium,Tier 2,Supermarket Type1,2579.975,25
6531,12,Low Fat,Baking Goods,124.1388,OUT017,9,Medium,Tier 2,Supermarket Type1,1486.0656,12
6532,5.925,Regular,Dairy,43.8086,OUT035,12,Small,Tier 2,Supermarket Type1,312.2602,7
6533,13,Low Fat,Household,254.5014,OUT035,12,Small,Tier 2,Supermarket Type1,4845.0266,19
6534,8.18,Regular,Frozen Foods,58.5588,OUT017,9,Medium,Tier 2,Supermarket Type1,171.7764,3
6535,12.8,Low Fat,Fruits and Vegetables,96.541,OUT045,14,Medium,Tier 2,Supermarket Type1,1834.279,19
6536,19.2,Low Fat,Canned,89.7488,OUT045,14,Medium,Tier 2,Supermarket Type1,2082.6224,23
6537,14.5,Regular,Snack Foods,159.4262,OUT046,19,Small,Tier 1,Supermarket Type1,2705.1454,17
6538,5.19,Low Fat,Frozen Foods,196.811,OUT017,9,Medium,Tier 2,Supermarket Type1,3731.809,19
6539,13.3,Regular,Fruits and Vegetables,61.0536,OUT013,29,High,Tier 3,Supermarket Type1,1592.5936,26
6540,19.6,Low Fat,Household,88.8514,OUT013,29,High,Tier 3,Supermarket Type1,2125.2336,24
6541,17.75,Low Fat,Dairy,248.275,OUT035,12,Small,Tier 2,Supermarket Type1,998.7,4
6542,12.35,Low Fat,Snack Foods,119.1124,OUT049,17,Medium,Tier 1,Supermarket Type1,3673.8844,31
6543,14.35,Low Fat,Health and Hygiene,109.8228,OUT013,29,High,Tier 3,Supermarket Type1,2099.9332,19
6544,6.365,Low Fat,Frozen Foods,63.2536,OUT045,14,Medium,Tier 2,Supermarket Type1,1225.072,19
6545,14.75,Low Fat,Health and Hygiene,238.6906,OUT013,29,High,Tier 3,Supermarket Type1,4278.4308,18
6546,12.15,Low Fat,Frozen Foods,211.9928,OUT049,17,Medium,Tier 1,Supermarket Type1,631.1784,3
6547,6.59,Low Fat,Household,121.5098,OUT013,29,High,Tier 3,Supermarket Type1,602.549,5
6548,12.6,Regular,Dairy,255.6356,OUT046,19,Small,Tier 1,Supermarket Type1,2797.6916,11
6549,7.325,Low Fat,Fruits and Vegetables,92.7146,OUT013,29,High,Tier 3,Supermarket Type1,2006.7212,22
6550,15.1,Regular,Frozen Foods,130.531,OUT049,17,Medium,Tier 1,Supermarket Type1,908.817,7
6551,8.51,Regular,Snack Foods,172.9422,OUT013,29,High,Tier 3,Supermarket Type1,1379.5376,8
6552,20.35,Regular,Dairy,257.2672,OUT017,9,Medium,Tier 2,Supermarket Type1,2045.3376,8
6553,17.85,Low Fat,Health and Hygiene,96.9094,OUT018,7,Medium,Tier 3,Supermarket Type2,1332.9316,14
6554,18.25,Low Fat,Snack Foods,258.4962,OUT018,7,Medium,Tier 3,Supermarket Type2,2848.9582,11
6555,17.6,Low Fat,Health and Hygiene,160.492,OUT013,29,High,Tier 3,Supermarket Type1,1278.336,8
6556,10.895,Low Fat,Frozen Foods,106.428,OUT046,19,Small,Tier 1,Supermarket Type1,1491.392,14
6557,11.85,Low Fat,Dairy,99.6726,OUT010,18,Medium,Tier 3,Grocery Store,195.7452,2
6558,14.1,Low Fat,Fruits and Vegetables,88.6198,OUT018,7,Medium,Tier 3,Supermarket Type2,1133.8574,13
6559,15.15,Regular,Snack Foods,131.7284,OUT035,12,Small,Tier 2,Supermarket Type1,1186.4556,9
6560,17.25,Low Fat,Dairy,91.612,OUT010,18,Medium,Tier 3,Grocery Store,93.212,1
6561,17.6,Low Fat,Health and Hygiene,237.059,OUT018,7,Medium,Tier 3,Supermarket Type2,2836.308,12
6562,14.6,Low Fat,Household,179.6976,OUT046,19,Small,Tier 1,Supermarket Type1,3621.952,20
6563,10.1,Low Fat,Meat,76.467,OUT035,12,Small,Tier 2,Supermarket Type1,1761.041,23
6564,10.5,Low Fat,Frozen Foods,119.2098,OUT035,12,Small,Tier 2,Supermarket Type1,1325.6078,11
6565,12.6,Low Fat,Household,186.9556,OUT035,12,Small,Tier 2,Supermarket Type1,3942.8676,21
6566,18.7,Low Fat,Health and Hygiene,153.6682,OUT046,19,Small,Tier 1,Supermarket Type1,3506.7686,23
6567,5.985,Low Fat,Frozen Foods,127.1678,OUT018,7,Medium,Tier 3,Supermarket Type2,3560.6984,28
6568,12.1,Low Fat,Baking Goods,221.4114,OUT046,19,Small,Tier 1,Supermarket Type1,5099.3622,23
6569,13,Regular,Canned,196.0426,OUT049,17,Medium,Tier 1,Supermarket Type1,2570.6538,13
6570,19.2,Regular,Fruits and Vegetables,181.695,OUT045,14,Medium,Tier 2,Supermarket Type1,2563.33,14
6571,5.78,Low Fat,Soft Drinks,146.3102,OUT045,14,Medium,Tier 2,Supermarket Type1,2187.153,15
6572,7.17,Regular,Fruits and Vegetables,130.9968,OUT035,12,Small,Tier 2,Supermarket Type1,2348.9424,18
6573,20.85,Regular,Baking Goods,88.1514,OUT046,19,Small,Tier 1,Supermarket Type1,1682.4766,19
6574,18.75,Low Fat,Household,215.7218,OUT049,17,Medium,Tier 1,Supermarket Type1,4274.436,20
6575,7.5,Low Fat,Canned,123.4072,OUT013,29,High,Tier 3,Supermarket Type1,3185.1872,26
6576,10.395,Regular,Meat,230.5352,OUT045,14,Medium,Tier 2,Supermarket Type1,4580.704,20
6577,12.8,Regular,Meat,223.5404,OUT046,19,Small,Tier 1,Supermarket Type1,1800.3232,8
6578,11.65,Regular,Baking Goods,170.4422,OUT013,29,High,Tier 3,Supermarket Type1,517.3266,3
6579,20.2,Low Fat,Snack Foods,258.0646,OUT017,9,Medium,Tier 2,Supermarket Type1,5668.6212,22
6580,11.35,Regular,Snack Foods,103.0016,OUT035,12,Small,Tier 2,Supermarket Type1,2125.2336,21
6581,8.71,Regular,Canned,186.5924,OUT010,18,Medium,Tier 3,Grocery Store,555.2772,3
6582,8.31,Regular,Snack Foods,177.3028,OUT045,14,Medium,Tier 2,Supermarket Type1,1948.1308,11
6583,19,Regular,Fruits and Vegetables,188.8214,OUT010,18,Medium,Tier 3,Grocery Store,188.4214,1
6584,7.5,Low Fat,Canned,121.7072,OUT045,14,Medium,Tier 2,Supermarket Type1,367.5216,3
6585,6.525,Low Fat,Household,84.6882,OUT046,19,Small,Tier 1,Supermarket Type1,601.2174,7
6586,6.985,Regular,Meat,182.8608,OUT049,17,Medium,Tier 1,Supermarket Type1,4042.7376,22
6587,11.3,Low Fat,Household,192.2478,OUT045,14,Medium,Tier 2,Supermarket Type1,1356.2346,7
6588,6.115,Regular,Soft Drinks,189.053,OUT010,18,Medium,Tier 3,Grocery Store,948.765,5
6589,9.5,Regular,Meat,194.2452,OUT010,18,Medium,Tier 3,Grocery Store,782.9808,4
6590,15.7,Low Fat,Canned,134.2942,OUT045,14,Medium,Tier 2,Supermarket Type1,1192.4478,9
6591,16,Low Fat,Dairy,143.2154,OUT046,19,Small,Tier 1,Supermarket Type1,1701.7848,12
6592,13.1,Regular,Frozen Foods,198.7768,OUT018,7,Medium,Tier 3,Supermarket Type2,3153.2288,16
6593,16.85,Low Fat,Snack Foods,90.6488,OUT017,9,Medium,Tier 2,Supermarket Type1,633.8416,7
6594,14.85,Regular,Snack Foods,157.563,OUT010,18,Medium,Tier 3,Grocery Store,312.926,2
6595,18.2,Low Fat,Fruits and Vegetables,197.211,OUT045,14,Medium,Tier 2,Supermarket Type1,3142.576,16
6596,11,Low Fat,Meat,119.1756,OUT049,17,Medium,Tier 1,Supermarket Type1,1696.4584,14
6597,21.1,Regular,Fruits and Vegetables,64.9168,OUT017,9,Medium,Tier 2,Supermarket Type1,639.168,10
6598,15.2,Low Fat,Household,110.7912,OUT010,18,Medium,Tier 3,Grocery Store,109.1912,1
6599,9.06,Low Fat,Others,213.256,OUT049,17,Medium,Tier 1,Supermarket Type1,4687.232,22
6600,11.5,Low Fat,Fruits and Vegetables,191.253,OUT013,29,High,Tier 3,Supermarket Type1,3036.048,16
6601,11.15,Low Fat,Others,66.8142,OUT035,12,Small,Tier 2,Supermarket Type1,2372.9112,36
6602,13.5,Regular,Dairy,57.2562,OUT045,14,Medium,Tier 2,Supermarket Type1,770.3306,13
6603,15.1,Regular,Fruits and Vegetables,221.8456,OUT046,19,Small,Tier 1,Supermarket Type1,663.1368,3
6604,8.3,Regular,Baking Goods,98.2384,OUT049,17,Medium,Tier 1,Supermarket Type1,2167.8448,22
6605,14.15,Regular,Fruits and Vegetables,196.411,OUT049,17,Medium,Tier 1,Supermarket Type1,2749.754,14
6606,8.365,Regular,Fruits and Vegetables,190.1188,OUT046,19,Small,Tier 1,Supermarket Type1,1904.188,10
6607,11.85,Regular,Baking Goods,53.0666,OUT049,17,Medium,Tier 1,Supermarket Type1,512.666,10
6608,19.6,Low Fat,Health and Hygiene,42.277,OUT035,12,Small,Tier 2,Supermarket Type1,605.878,14
6609,19,Regular,Fruits and Vegetables,189.6214,OUT049,17,Medium,Tier 1,Supermarket Type1,2826.321,15
6610,18.25,Low Fat,Snack Foods,212.9218,OUT049,17,Medium,Tier 1,Supermarket Type1,3846.9924,18
6611,19.85,Regular,Snack Foods,63.5194,OUT049,17,Medium,Tier 1,Supermarket Type1,557.2746,9
6612,12.85,Low Fat,Starchy Foods,251.704,OUT045,14,Medium,Tier 2,Supermarket Type1,3542.056,14
6613,19.6,Low Fat,Snack Foods,163.7526,OUT018,7,Medium,Tier 3,Supermarket Type2,2960.1468,18
6614,15.7,Regular,Fruits and Vegetables,60.5536,OUT017,9,Medium,Tier 2,Supermarket Type1,490.0288,8
6615,13.3,Low Fat,Frozen Foods,151.3708,OUT046,19,Small,Tier 1,Supermarket Type1,3611.2992,24
6616,10.395,Low Fat,Snack Foods,59.022,OUT018,7,Medium,Tier 3,Supermarket Type2,1378.206,23
6617,10.5,Regular,Snack Foods,143.7154,OUT035,12,Small,Tier 2,Supermarket Type1,3119.9388,22
6618,19.35,Low Fat,Snack Foods,224.8088,OUT046,19,Small,Tier 1,Supermarket Type1,2013.3792,9
6619,14.1,Low Fat,Snack Foods,198.9084,OUT013,29,High,Tier 3,Supermarket Type1,4761.8016,24
6620,8.6,Regular,Canned,188.753,OUT046,19,Small,Tier 1,Supermarket Type1,7590.12,40
6621,17.1,Low Fat,Household,166.4842,OUT045,14,Medium,Tier 2,Supermarket Type1,1326.2736,8
6622,20.5,Low Fat,Household,38.9822,OUT049,17,Medium,Tier 1,Supermarket Type1,982.055,25
6623,15.1,Regular,Meat,134.4942,OUT049,17,Medium,Tier 1,Supermarket Type1,2119.9072,16
6624,6.69,Regular,Meat,176.937,OUT017,9,Medium,Tier 2,Supermarket Type1,4234.488,24
6625,7.905,Low Fat,Snack Foods,250.7408,OUT013,29,High,Tier 3,Supermarket Type1,5757.8384,23
6626,18,Low Fat,Frozen Foods,118.5124,OUT046,19,Small,Tier 1,Supermarket Type1,1303.6364,11
6627,7.84,Regular,Canned,50.835,OUT017,9,Medium,Tier 2,Supermarket Type1,599.22,12
6628,15.15,Regular,Frozen Foods,144.676,OUT017,9,Medium,Tier 2,Supermarket Type1,3954.852,27
6629,15.2,Regular,Fruits and Vegetables,175.8054,OUT010,18,Medium,Tier 3,Grocery Store,1050.6324,6
6630,19.85,Low Fat,Seafood,197.2768,OUT046,19,Small,Tier 1,Supermarket Type1,6503.5344,33
6631,7.325,Low Fat,Fruits and Vegetables,91.3146,OUT046,19,Small,Tier 1,Supermarket Type1,1641.8628,18
6632,5.88,Low Fat,Household,148.4392,OUT045,14,Medium,Tier 2,Supermarket Type1,2087.9488,14
6633,10.695,Regular,Breakfast,174.7712,OUT035,12,Small,Tier 2,Supermarket Type1,3339.6528,19
6634,20.25,Low Fat,Household,179.5976,OUT046,19,Small,Tier 1,Supermarket Type1,2535.3664,14
6635,8.05,Regular,Fruits and Vegetables,257.0646,OUT017,9,Medium,Tier 2,Supermarket Type1,8760.5964,34
6636,11.65,Low Fat,Seafood,112.186,OUT035,12,Small,Tier 2,Supermarket Type1,1018.674,9
6637,19.35,Low Fat,Snack Foods,222.6088,OUT045,14,Medium,Tier 2,Supermarket Type1,1789.6704,8
6638,7.235,Low Fat,Snack Foods,115.8834,OUT035,12,Small,Tier 2,Supermarket Type1,1382.2008,12
6639,12.15,Low Fat,Frozen Foods,209.9928,OUT035,12,Small,Tier 2,Supermarket Type1,5259.82,25
6640,8.615,Low Fat,Fruits and Vegetables,94.1436,OUT013,29,High,Tier 3,Supermarket Type1,1512.6976,16
6641,6.765,Regular,Frozen Foods,105.0306,OUT046,19,Small,Tier 1,Supermarket Type1,2090.612,20
6642,10.3,Regular,Snack Foods,87.254,OUT046,19,Small,Tier 1,Supermarket Type1,1211.756,14
6643,13.15,Regular,Snack Foods,89.4856,OUT017,9,Medium,Tier 2,Supermarket Type1,1230.3984,14
6644,8.84,Regular,Frozen Foods,109.5228,OUT035,12,Small,Tier 2,Supermarket Type1,1657.842,15
6645,8.26,Regular,Soft Drinks,122.573,OUT045,14,Medium,Tier 2,Supermarket Type1,739.038,6
6646,20.1,Low Fat,Dairy,108.9228,OUT018,7,Medium,Tier 3,Supermarket Type2,1105.228,10
6647,9.695,Low Fat,Fruits and Vegetables,185.1898,OUT035,12,Small,Tier 2,Supermarket Type1,2619.2572,14
6648,18.85,Low Fat,Household,194.6136,OUT046,19,Small,Tier 1,Supermarket Type1,2721.7904,14
6649,18.25,Low Fat,Snack Foods,140.9154,OUT049,17,Medium,Tier 1,Supermarket Type1,6381.693,45
6650,5.32,Low Fat,Health and Hygiene,101.7674,OUT013,29,High,Tier 3,Supermarket Type1,1120.5414,11
6651,8.115,Regular,Canned,157.3972,OUT035,12,Small,Tier 2,Supermarket Type1,1869.5664,12
6652,15.1,Low Fat,Household,139.8496,OUT046,19,Small,Tier 1,Supermarket Type1,1411.496,10
6653,8.42,Low Fat,Household,215.9192,OUT017,9,Medium,Tier 2,Supermarket Type1,1941.4728,9
6654,9,Low Fat,Frozen Foods,216.2534,OUT035,12,Small,Tier 2,Supermarket Type1,4301.068,20
6655,8.18,Regular,Frozen Foods,57.3588,OUT018,7,Medium,Tier 3,Supermarket Type2,343.5528,6
6656,15.35,Low Fat,Frozen Foods,36.719,OUT045,14,Medium,Tier 2,Supermarket Type1,585.904,16
